   1000.00  0.930954
   1038.00  0.931152
   1076.00  0.931318
   1114.00  0.931397
   1152.00  0.931406
   1190.00  0.931357
   1228.00  0.931262
   1266.00  0.931162
   1304.00  0.931050
   1342.00  0.930872
   1380.00  0.930631
   1418.00  0.930320
   1456.00  0.929945
   1494.00  0.929513
   1532.00  0.929021
   1570.00  0.928428
   1608.00  0.927711
   1646.00  0.926861
   1684.00  0.925823
   1722.00  0.924597
   1760.00  0.923140
   1798.00  0.921325
   1836.00  0.919015
   1874.00  0.915872
   1912.00  0.911384
   1950.00  0.904485
   1988.00  0.891835
   2026.00  0.842873
   2064.00  0.728145
   2102.00  0.682719
   2140.00  0.726619
   2178.00  0.758547
   2216.00  0.773286
   2254.00  0.783059
   2292.00  0.790236
   2330.00  0.795754
   2368.00  0.800070
   2406.00  0.803405
   2444.00  0.805787
   2482.00  0.806952
   2520.00  0.805004
   2558.00  0.765745
   2596.00  0.795137
   2634.00  0.801256
   2672.00  0.805385
   2710.00  0.808628
   2748.00  0.811302
   2786.00  0.813458
   2824.00  0.815144
   2862.00  0.816069
   2900.00  0.810291
   2938.00  0.810914
   2976.00  0.814244
   3014.00  0.816394
   3052.00  0.818172
   3090.00  0.819620
   3128.00  0.820297
   3166.00  0.817287
   3204.00  0.816379
   3242.00  0.820241
   3280.00  0.821855
   3318.00  0.823222
   3356.00  0.824489
   3394.00  0.825682
   3432.00  0.826801
   3470.00  0.827856
   3508.00  0.828874
   3546.00  0.829852
   3584.00  0.830779
   3622.00  0.831681
   3660.00  0.832554
   3698.00  0.833390
   3736.00  0.834205
   3774.00  0.834998
   3812.00  0.835763
   3850.00  0.836510
   3888.00  0.837228
   3926.00  0.837932
   3964.00  0.838619
   4002.00  0.839287
   4040.00  0.839943
   4078.00  0.840574
   4116.00  0.841195
   4154.00  0.841806
   4192.00  0.842401
   4230.00  0.842984
   4268.00  0.843551
   4306.00  0.844110
   4344.00  0.844651
   4382.00  0.845186
   4420.00  0.845707
   4458.00  0.846219
   4496.00  0.846720
   4534.00  0.847211
   4572.00  0.847692
   4610.00  0.848164
   4648.00  0.848627
   4686.00  0.849081
   4724.00  0.849526
   4762.00  0.849963
   4800.00  0.850391
   4838.00  0.850811
   4876.00  0.851223
   4914.00  0.851628
   4952.00  0.852026
   4990.00  0.852416
   5028.00  0.852798
   5066.00  0.853174
   5104.00  0.853541
   5142.00  0.853904
   5180.00  0.854258
   5218.00  0.854607
   5256.00  0.854948
   5294.00  0.855284
   5332.00  0.855613
   5370.00  0.855936
   5408.00  0.856252
   5446.00  0.856563
   5484.00  0.856868
   5522.00  0.857165
   5560.00  0.857458
   5598.00  0.857745
   5636.00  0.858027
   5674.00  0.858303
   5712.00  0.858574
   5750.00  0.858840
   5788.00  0.859099
   5826.00  0.859354
   5864.00  0.859603
   5902.00  0.859847
   5940.00  0.860087
   5978.00  0.860320
   6016.00  0.860549
   6054.00  0.860773
   6092.00  0.860992
   6130.00  0.861206
   6168.00  0.861414
   6206.00  0.861618
   6244.00  0.861816
   6282.00  0.862010
   6320.00  0.862200
   6358.00  0.862383
   6396.00  0.862562
   6434.00  0.862737
   6472.00  0.862907
   6510.00  0.863073
   6548.00  0.863234
   6586.00  0.863390
   6624.00  0.863542
   6662.00  0.863689
   6700.00  0.863831
   6738.00  0.863970
   6776.00  0.864103
   6814.00  0.864231
   6852.00  0.864356
   6890.00  0.864476
   6928.00  0.864592
   6966.00  0.864705
   7004.00  0.864810
   7042.00  0.864912
   7080.00  0.865010
   7118.00  0.865102
   7156.00  0.865190
   7194.00  0.865274
   7232.00  0.865352
   7270.00  0.865425
   7308.00  0.865495
   7346.00  0.865560
   7384.00  0.865620
   7422.00  0.865677
   7460.00  0.865728
   7498.00  0.865774
   7536.00  0.865817
   7574.00  0.865853
   7612.00  0.865884
   7650.00  0.865912
   7688.00  0.865935
   7726.00  0.865953
   7764.00  0.865967
   7802.00  0.865977
   7840.00  0.865980
   7878.00  0.865979
   7916.00  0.865974
   7954.00  0.865962
   7992.00  0.865945
   8030.00  0.865924
   8068.00  0.865897
   8106.00  0.865865
   8144.00  0.865829
   8182.00  0.865788
   8220.00  0.865739
   8258.00  0.865685
   8296.00  0.865627
   8334.00  0.865563
   8372.00  0.865492
   8410.00  0.865417
   8448.00  0.865337
   8486.00  0.865247
   8524.00  0.865153
   8562.00  0.865054
   8600.00  0.864948
   8638.00  0.864836
   8676.00  0.864719
   8714.00  0.864597
   8752.00  0.864464
   8790.00  0.864325
   8828.00  0.864181
   8866.00  0.864031
   8904.00  0.863871
   8942.00  0.863705
   8980.00  0.863534
   9018.00  0.863354
   9056.00  0.863163
   9094.00  0.862967
   9132.00  0.862765
   9170.00  0.862552
   9208.00  0.862329
   9246.00  0.862100
   9284.00  0.861865
   9322.00  0.861616
   9360.00  0.861356
   9398.00  0.861090
   9436.00  0.860817
   9474.00  0.860529
   9512.00  0.860229
   9550.00  0.859922
   9588.00  0.859608
   9626.00  0.859275
   9664.00  0.858927
   9702.00  0.858572
   9740.00  0.858208
   9778.00  0.857826
   9816.00  0.857426
   9854.00  0.857017
   9892.00  0.856599
   9930.00  0.856168
   9968.00  0.855723
   10006.0  0.855269
   10044.0  0.854804
   10082.0  0.854321
   10120.0  0.853793
   10158.0  0.853253
   10196.0  0.852701
   10234.0  0.852136
   10272.0  0.851510
   10310.0  0.850862
   10348.0  0.850201
   10386.0  0.849524
   10424.0  0.848788
   10462.0  0.847993
   10500.0  0.847180
   10538.0  0.846348
   10576.0  0.845485
   10614.0  0.844468
   10652.0  0.843427
   10690.0  0.842360
   10728.0  0.841267
   10766.0  0.839972
   10804.0  0.838516
   10842.0  0.837020
   10880.0  0.835481
   10918.0  0.833888
   10956.0  0.831285
   10994.0  0.828579
   11032.0  0.825766
   11070.0  0.822838
   11108.0  0.810480
   11146.0  0.774338
   11184.0  0.720566
