   1000.00  0.934971
   1038.00  0.935160
   1076.00  0.935318
   1114.00  0.935395
   1152.00  0.935405
   1190.00  0.935362
   1228.00  0.935274
   1266.00  0.935182
   1304.00  0.935079
   1342.00  0.934914
   1380.00  0.934689
   1418.00  0.934399
   1456.00  0.934048
   1494.00  0.933643
   1532.00  0.933183
   1570.00  0.932627
   1608.00  0.931955
   1646.00  0.931157
   1684.00  0.930183
   1722.00  0.929031
   1760.00  0.927662
   1798.00  0.925956
   1836.00  0.923783
   1874.00  0.920826
   1912.00  0.916602
   1950.00  0.910104
   1988.00  0.898183
   2026.00  0.851957
   2064.00  0.742524
   2102.00  0.699019
   2140.00  0.740973
   2178.00  0.771501
   2216.00  0.785571
   2254.00  0.794895
   2292.00  0.801740
   2330.00  0.807002
   2368.00  0.811118
   2406.00  0.814301
   2444.00  0.816577
   2482.00  0.817697
   2520.00  0.815859
   2558.00  0.778482
   2596.00  0.806470
   2634.00  0.812299
   2672.00  0.816234
   2710.00  0.819327
   2748.00  0.821878
   2786.00  0.823937
   2824.00  0.825550
   2862.00  0.826440
   2900.00  0.820974
   2938.00  0.821559
   2976.00  0.824731
   3014.00  0.826783
   3052.00  0.828481
   3090.00  0.829868
   3128.00  0.830523
   3166.00  0.827685
   3204.00  0.826825
   3242.00  0.830498
   3280.00  0.832040
   3318.00  0.833347
   3356.00  0.834561
   3394.00  0.835703
   3432.00  0.836776
   3470.00  0.837789
   3508.00  0.838765
   3546.00  0.839704
   3584.00  0.840595
   3622.00  0.841462
   3660.00  0.842302
   3698.00  0.843106
   3736.00  0.843891
   3774.00  0.844654
   3812.00  0.845392
   3850.00  0.846112
   3888.00  0.846805
   3926.00  0.847485
   3964.00  0.848148
   4002.00  0.848794
   4040.00  0.849429
   4078.00  0.850039
   4116.00  0.850641
   4154.00  0.851233
   4192.00  0.851810
   4230.00  0.852376
   4268.00  0.852926
   4306.00  0.853469
   4344.00  0.853996
   4382.00  0.854516
   4420.00  0.855024
   4458.00  0.855523
   4496.00  0.856012
   4534.00  0.856491
   4572.00  0.856961
   4610.00  0.857423
   4648.00  0.857876
   4686.00  0.858321
   4724.00  0.858758
   4762.00  0.859186
   4800.00  0.859607
   4838.00  0.860020
   4876.00  0.860426
   4914.00  0.860825
   4952.00  0.861217
   4990.00  0.861603
   5028.00  0.861981
   5066.00  0.862353
   5104.00  0.862717
   5142.00  0.863077
   5180.00  0.863429
   5218.00  0.863777
   5256.00  0.864116
   5294.00  0.864452
   5332.00  0.864781
   5370.00  0.865104
   5408.00  0.865422
   5446.00  0.865734
   5484.00  0.866041
   5522.00  0.866341
   5560.00  0.866637
   5598.00  0.866927
   5636.00  0.867213
   5674.00  0.867494
   5712.00  0.867770
   5750.00  0.868041
   5788.00  0.868306
   5826.00  0.868568
   5864.00  0.868824
   5902.00  0.869075
   5940.00  0.869323
   5978.00  0.869565
   6016.00  0.869803
   6054.00  0.870036
   6092.00  0.870265
   6130.00  0.870489
   6168.00  0.870708
   6206.00  0.870924
   6244.00  0.871135
   6282.00  0.871341
   6320.00  0.871544
   6358.00  0.871741
   6396.00  0.871935
   6434.00  0.872125
   6472.00  0.872310
   6510.00  0.872492
   6548.00  0.872669
   6586.00  0.872842
   6624.00  0.873012
   6662.00  0.873177
   6700.00  0.873338
   6738.00  0.873496
   6776.00  0.873649
   6814.00  0.873798
   6852.00  0.873944
   6890.00  0.874086
   6928.00  0.874224
   6966.00  0.874360
   7004.00  0.874489
   7042.00  0.874615
   7080.00  0.874738
   7118.00  0.874855
   7156.00  0.874969
   7194.00  0.875080
