1000 0.923753 
1038.08 0.923205 
1076.15 0.922816 
1114.23 0.922583 
1152.3 0.92194 
1190.38 0.920907 
1228.46 0.919982 
1266.53 0.919165 
1304.61 0.918457 
1342.69 0.91786 
1380.76 0.917109 
1418.84 0.91565 
1456.91 0.914256 
1494.99 0.912927 
1533.07 0.911666 
1571.14 0.910475 
1609.22 0.909356 
1647.29 0.907738 
1685.37 0.906041 
1723.45 0.903818 
1761.52 0.901607 
1799.6 0.899259 
1837.68 0.895792 
1875.75 0.892235 
1913.83 0.887654 
1951.9 0.881151 
1989.98 0.869637 
2028.06 0.808677 
2066.13 0.718789 
2104.21 0.729547 
2142.28 0.723718 
2180.36 0.735707 
2218.44 0.742121 
2256.51 0.746105 
2294.59 0.748613 
2332.67 0.750962 
2370.74 0.753132 
2408.82 0.754987 
2446.89 0.756843 
2484.97 0.755562 
2523.05 0.747639 
2561.12 0.741605 
2599.2 0.748183 
2637.27 0.751998 
2675.35 0.75498 
2713.43 0.756285 
2751.5 0.757646 
2789.58 0.75867 
2827.66 0.758641 
2865.73 0.757636 
2903.81 0.753567 
2941.88 0.75301 
2979.96 0.75448 
3018.04 0.754689 
3056.11 0.75494 
3094.19 0.754544 
3132.26 0.753196 
3170.34 0.751682 
3208.42 0.750836 
3246.49 0.751079 
3284.57 0.750851 
3322.65 0.750655 
3360.72 0.750489 
3398.8 0.750212 
3436.87 0.749725 
3474.95 0.749273 
3513.03 0.748855 
3551.1 0.74847 
3589.18 0.747964 
3627.25 0.747425 
3665.33 0.746922 
3703.41 0.746453 
3741.48 0.746019 
3779.56 0.745049 
3817.64 0.743897 
3855.71 0.742765 
3893.79 0.741655 
3931.86 0.740567 
3969.94 0.739499 
4008.02 0.738453 
4046.09 0.73736 
4084.17 0.73622 
4122.24 0.735103 
4160.32 0.734007 
4198.4 0.732933 
4236.47 0.73188 
4274.55 0.730849 
4312.62 0.729839 
4350.7 0.728538 
4388.78 0.727 
4426.85 0.725474 
4464.93 0.723962 
4503.01 0.722463 
4541.08 0.720978 
4579.16 0.719505 
4617.23 0.718046 
4655.31 0.7166 
4693.39 0.715168 
4731.46 0.713748 
4769.54 0.712271 
4807.62 0.710795 
4845.69 0.709333 
4883.77 0.707885 
4921.84 0.706292 
4959.92 0.704477 
4998 0.70267 
5036.07 0.70087 
5074.15 0.699079 
5112.22 0.697295 
5150.3 0.695519 
5188.38 0.693752 
5226.45 0.691992 
5264.53 0.69024 
5302.6 0.688456 
5340.68 0.686672 
5378.76 0.684897 
5416.83 0.68313 
5454.91 0.681373 
5492.99 0.679623 
5531.06 0.677744 
5569.14 0.675665 
5607.21 0.673591 
5645.29 0.671522 
5683.37 0.669456 
5721.44 0.667395 
5759.52 0.665339 
5797.6 0.663288 
5835.67 0.661241 
5873.75 0.659198 
5911.82 0.657151 
5949.9 0.655081 
5987.98 0.653017 
6026.05 0.650958 
6064.13 0.648904 
6102.2 0.646855 
6140.28 0.644812 
6178.36 0.642774 
6216.43 0.640742 
6254.51 0.638716 
6292.59 0.636695 
6330.66 0.63468 
6368.74 0.632671 
6406.81 0.630619 
6444.89 0.628299 
6482.97 0.62598 
6521.04 0.623665 
6559.12 0.621352 
6597.19 0.619042 
6635.27 0.616734 
6673.35 0.61443 
6711.42 0.61211 
6749.5 0.609789 
6787.58 0.607472 
6825.65 0.605158 
6863.73 0.602847 
6901.8 0.60054 
6939.88 0.598236 
6977.96 0.595936 
7016.03 0.593639 
7054.11 0.591347 
7092.18 0.589058 
7130.26 0.586772 
7168.34 0.584491 
7206.41 0.582214 
7244.49 0.579941 
7282.57 0.577672 
7320.64 0.575408 
7358.72 0.572909 
7396.79 0.570408 
7434.87 0.567909 
7472.95 0.565412 
7511.02 0.562918 
7549.1 0.560426 
7587.17 0.557936 
7625.25 0.555449 
7663.33 0.552958 
7701.4 0.550453 
7739.48 0.547952 
7777.55 0.545453 
7815.63 0.542957 
7853.71 0.540464 
7891.78 0.537973 
7929.86 0.535486 
7967.94 0.533001 
8006.01 0.53052 
8044.09 0.528041 
8082.16 0.525566 
8120.24 0.523094 
8158.32 0.520625 
8196.39 0.51816 
8234.47 0.515698 
8272.54 0.513239 
8310.62 0.510784 
8348.7 0.508243 
8386.77 0.505589 
8424.85 0.502937 
8462.93 0.500286 
8501 0.497637 
8539.08 0.49499 
8577.15 0.492344 
8615.23 0.4897 
8653.31 0.487057 
8691.38 0.484405 
8729.46 0.481735 
8767.54 0.479067 
8805.61 0.476399 
8843.69 0.473733 
8881.76 0.471068 
8919.84 0.468404 
8957.92 0.465742 
8995.99 0.46308 
9034.07 0.460419 
9072.14 0.457759 
9110.22 0.4551 
9148.3 0.452441 
9186.37 0.449783 
9224.45 0.447125 
9262.53 0.444467 
9300.6 0.44181 
9338.68 0.439152 
9376.75 0.436495 
9414.83 0.433836 
9452.91 0.431178 
9490.98 0.428518 
9529.06 0.425857 
9567.13 0.423128 
9605.21 0.420226 
9643.29 0.417317 
9681.36 0.414403 
9719.44 0.411483 
9757.52 0.408555 
9795.59 0.405619 
9833.67 0.402676 
9871.74 0.399723 
9909.82 0.396761 
9947.9 0.393787 
9985.97 0.390803 
10024 0.387806 
10062.1 0.384795 
10100.2 0.38177 
10138.3 0.378729 
10176.4 0.375671 
10214.4 0.372503 
10252.5 0.369267 
10290.6 0.366002 
10328.7 0.362705 
10366.7 0.359375 
10404.8 0.356007 
10442.9 0.352599 
10481 0.349146 
10519 0.345644 
10557.1 0.342088 
10595.2 0.338472 
10633.3 0.334477 
10671.3 0.330355 
10709.4 0.32612 
10747.5 0.321757 
10785.6 0.31725 
10823.6 0.312579 
10861.7 0.307414 
10899.8 0.301328 
10937.9 0.293998 
10976 0.28607 
11014 0.275133 
11052.1 0.259865 
11090.2 0.239593 
11128.3 0.215399 
11166.3 0.18977 
11204.4 0.170991 
11242.5 0.157247 
11280.6 0.150256 
11318.6 0.146028 
11356.7 0.143866 
11394.8 0.143118 
11432.9 0.143239 
11470.9 0.142448 
11509 0.1411 
11547.1 0.139742 
11585.2 0.137809 
11623.2 0.135245 
11661.3 0.132685 
11699.4 0.130131 
11737.5 0.127587 
11775.6 0.124612 
11813.6 0.121402 
11851.7 0.118226 
11889.8 0.115089 
11927.9 0.111995 
11965.9 0.108948 
12004 0.105953 
12042.1 0.103012 
12080.2 0.0997872 
12118.2 0.0965633 
12156.3 0.0934261 
12194.4 0.0903778 
12232.5 0.0874204 
12270.5 0.0845545 
12308.6 0.0817803 
12346.7 0.0788593 
12384.8 0.0759243 
12422.8 0.0731067 
12460.9 0.0704035 
12499 0.0678117 
12537.1 0.0653276 
12575.2 0.0626326 
12613.2 0.0598266 
12651.3 0.0571217 
12689.4 0.0545714 
12727.5 0.0521365 
12765.5 0.0497517 
12803.6 0.0475169 
12841.7 0.0456061 
12879.8 0.0442956 
12917.8 0.0430386 
12955.9 0.0421534 
12994 0.0414154 
13032.1 0.0406945 
13070.1 0.0399881 
13108.2 0.0393133 
13146.3 0.0384561 
13184.4 0.0374671 
13222.4 0.0365079 
13260.5 0.0355777 
13298.6 0.0346187 
13336.7 0.0336878 
13374.7 0.0327885 
13412.8 0.0320649 
13450.9 0.0314573 
13489 0.0308635 
13527.1 0.0302839 
13565.1 0.0297599 
13603.2 0.0292453 
13641.3 0.02874 
13679.4 0.0282438 
13717.4 0.0277111 
13755.5 0.0271278 
13793.6 0.0265582 
13831.7 0.0260019 
13869.7 0.0254587 
13907.8 0.0249281 
13945.9 0.0244089 
13984 0.0238534 
14022 0.0233121 
14060.1 0.0227848 
14098.2 0.0222709 
14136.3 0.0217701 
14174.3 0.021282 
14212.4 0.0208063 
14250.5 0.0203426 
14288.6 0.0198905 
14326.7 0.0194394 
14364.7 0.0189897 
14402.8 0.0185517 
14440.9 0.0181252 
14479 0.0177098 
14517 0.0173052 
14555.1 0.016911 
14593.2 0.016527 
14631.3 0.0161528 
14669.3 0.0157826 
14707.4 0.0154179 
14745.5 0.0150627 
14783.6 0.0147168 
14821.6 0.0143798 
14859.7 0.0140515 
14897.8 0.0137316 
14935.9 0.0134199 
14973.9 0.0131161 
15012 0.0128201 
15050.1 0.012531 
15088.2 0.0122443 
15126.3 0.011965 
15164.3 0.0116928 
15202.4 0.0114274 
15240.5 0.0111689 
15278.6 0.0109168 
15316.6 0.0106711 
15354.7 0.0104315 
15392.8 0.010198 
15430.9 0.00996849 
15468.9 0.00974286 
15507 0.00952292 
15545.1 0.00930847 
15583.2 0.00909937 
15621.2 0.00889547 
15659.3 0.00869661 
15697.4 0.00850266 
15735.5 0.00831349 
15773.5 0.00812895 
15811.6 0.00794892 
15849.7 0.00777327 
15887.8 0.00760189 
15925.9 0.00743465 
15963.9 0.00727068 
16002 0.00710941 
16040.1 0.00695204 
16078.2 0.00679849 
16116.2 0.00664868 
16154.3 0.00650256 
16192.4 0.00635996 
16230.5 0.00622075 
16268.5 0.00608487 
16306.6 0.00595223 
16344.7 0.00582271 
16382.8 0.00569627 
16420.8 0.0055728 
16458.9 0.00545223 
16497 0.00533449 
16535.1 0.0052195 
16573.1 0.00510611 
16611.2 0.00499528 
16649.3 0.00488704 
16687.4 0.00478134 
16725.5 0.0046781 
16763.5 0.00457726 
16801.6 0.00447876 
16839.7 0.00438253 
16877.8 0.00428852 
16915.8 0.00419668 
16953.9 0.00410694 
16992 0.00401926 
17030.1 0.00393358 
17068.1 0.00384985 
17106.2 0.00376802 
17144.3 0.00368805 
17182.4 0.00360989 
17220.4 0.00353349 
17258.5 0.00345882 
17296.6 0.00338582 
17334.7 0.00331413 
17372.7 0.00324375 
17410.8 0.00317495 
17448.9 0.0031077 
17487 0.00304196 
17525.1 0.00297769 
17563.1 0.00291486 
17601.2 0.00285343 
17639.3 0.00279336 
17677.4 0.00273463 
17715.4 0.00267721 
17753.5 0.00262105 
17791.6 0.00256613 
17829.7 0.00251243 
17867.7 0.00245991 
17905.8 0.00240854 
17943.9 0.00235829 
17982 0.00230915 
18020 0.00226108 
18058.1 0.00221406 
18096.2 0.00216807 
18134.3 0.00212307 
18172.3 0.00207904 
18210.4 0.0020358 
18248.5 0.00199338 
18286.6 0.00195189 
18324.6 0.00191129 
18362.7 0.00187158 
18400.8 0.00183273 
18438.9 0.00179474 
18477 0.00175758 
18515 0.00172121 
18553.1 0.00168563 
18591.2 0.00165081 
18629.3 0.00161674 
18667.3 0.0015834 
18705.4 0.00155077 
18743.5 0.00151884 
18781.6 0.00148758 
18819.6 0.001457 
18857.7 0.00142706 
18895.8 0.00139776 
18933.9 0.00136908 
18971.9 0.00134101 
19010 0.00131353 
19048.1 0.00128664 
19086.2 0.00126031 
19124.2 0.00123451 
19162.3 0.00120917 
19200.4 0.00118435 
19238.5 0.00116007 
19276.6 0.00113629 
19314.6 0.00111302 
19352.7 0.00109023 
19390.8 0.00106793 
19428.9 0.00104609 
19466.9 0.00102471 
19505 0.00100378 
19543.1 0.000983287 
19581.2 0.000963222 
19619.2 0.000943576 
19657.3 0.000924339 
19695.4 0.000905504 
19733.5 0.000887061 
19771.5 0.000869002 
19809.6 0.000851318 
19847.7 0.000834002 
19885.8 0.000817044 
19923.8 0.000800439 
19961.9 0.000784177 
20000 0.000768252 
